id,usuario,fecha,contenido,likes,comentarios,compartidos,Texto_Procesado,Sentimiento
440,usuario440,2025-11-28,"Un producto realmente bueno, supero mis expectativas. #alegria",85,52,34,producto realmente bueno supero expectativa alegrio,Positivo
441,usuario441,2025-10-05,"No volvere a comprar aqui, muy decepcionado. #decepcion",340,92,17,volverir comprar aqui decepcionado decepcion,Negativo
442,usuario442,2025-08-19,"Esto es increible, estoy extasiado! #extasis",18,51,50,increible extasiado extasis,Positivo
443,usuario443,2025-11-04,Estoy muy feliz con este producto! #alegria,140,20,7,feliz producto alegrio,Positivo
444,usuario444,2025-12-08,No puedo creer lo mal que funciona esto. #colera,326,84,42,poder creer mal función colera,Negativo
445,usuario445,2025-02-06,Es frustrante que no funcione como esperaba. #frustracion,474,89,44,frustrante funcione esperar frustracion,Negativo
446,usuario446,2025-10-09,No puedo creer lo mal que funciona esto. #colera,180,58,25,poder creer mal función colera,Negativo
447,usuario447,2025-06-02,No puedo creer lo mal que funciona esto. #colera,452,4,50,poder creer mal función colera,Negativo
448,usuario448,2025-02-14,"Esto es increible, estoy extasiado! #extasis",79,35,30,increible extasiado extasis,Positivo
449,usuario449,2025-12-18,"No volvere a comprar aqui, muy decepcionado. #decepcion",87,15,20,volverir comprar aqui decepcionado decepcion,Negativo
450,usuario450,2025-06-15,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",431,42,48,servicio excelente satisfecho satisfaccion,Positivo
451,usuario451,2025-11-12,"No volvere a comprar aqui, muy decepcionado. #decepcion",245,84,3,volverir comprar aqui decepcionado decepcion,Negativo
452,usuario452,2025-05-13,"Esto es increible, estoy extasiado! #extasis",28,61,50,increible extasiado extasis,Positivo
453,usuario453,2025-04-28,No puedo creer lo mal que funciona esto. #colera,304,1,48,poder creer mal función colera,Negativo
454,usuario454,2025-12-03,Estoy muy feliz con este producto! #alegria,471,76,36,feliz producto alegrio,Positivo
455,usuario455,2025-10-26,"Esto es increible, estoy extasiado! #extasis",35,33,22,increible extasiado extasis,Positivo
456,usuario456,2025-11-29,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",89,42,17,experiencia maravilloso satisfecho satisfaccion,Positivo
457,usuario457,2025-08-24,Estoy muy feliz con este producto! #alegria,30,65,4,feliz producto alegrio,Positivo
458,usuario458,2025-08-20,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",50,87,14,experiencia maravilloso satisfecho satisfaccion,Positivo
459,usuario459,2025-03-24,Estoy muy feliz con este producto! #alegria,346,85,21,feliz producto alegrio,Positivo
460,usuario460,2025-10-24,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",100,6,13,experiencia maravilloso satisfecho satisfaccion,Positivo
461,usuario461,2025-05-27,"No volvere a comprar aqui, muy decepcionado. #decepcion",317,57,12,volverir comprar aqui decepcionado decepcion,Negativo
462,usuario462,2025-02-10,"Esto es increible, estoy extasiado! #extasis",26,4,18,increible extasiado extasis,Positivo
463,usuario463,2025-08-03,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",347,65,33,servicio excelente satisfecho satisfaccion,Positivo
464,usuario464,2025-03-14,"No volvere a comprar aqui, muy decepcionado. #decepcion",134,29,17,volverir comprar aqui decepcionado decepcion,Negativo
465,usuario465,2025-10-26,Me siento decepcionado con la calidad. #decepcion,122,82,31,sentir decepcionado calidad decepcion,Negativo
466,usuario466,2025-03-11,Me siento decepcionado con la calidad. #decepcion,362,31,6,sentir decepcionado calidad decepcion,Negativo
467,usuario467,2025-05-11,"Esto es increible, estoy extasiado! #extasis",254,62,30,increible extasiado extasis,Positivo
468,usuario468,2025-01-20,Es frustrante que no funcione como esperaba. #frustracion,335,29,11,frustrante funcione esperar frustracion,Negativo
469,usuario469,2025-04-28,"Un producto realmente bueno, supero mis expectativas. #alegria",392,82,10,producto realmente bueno supero expectativa alegrio,Positivo
470,usuario470,2025-12-12,El peor servicio que he recibido. #colera,283,70,23,peor servicio recibido colera,Negativo
471,usuario471,2025-07-03,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",137,38,0,experiencia maravilloso satisfecho satisfaccion,Positivo
472,usuario472,2025-03-23,Estoy muy feliz con este producto! #alegria,480,2,26,feliz producto alegrio,Positivo
473,usuario473,2025-01-29,Me siento decepcionado con la calidad. #decepcion,108,6,3,sentir decepcionado calidad decepcion,Negativo
474,usuario474,2025-09-01,No puedo creer lo mal que funciona esto. #colera,10,88,30,poder creer mal función colera,Negativo
475,usuario475,2025-10-21,"Un producto realmente bueno, supero mis expectativas. #alegria",34,5,33,producto realmente bueno supero expectativa alegrio,Positivo
476,usuario476,2025-05-12,El peor servicio que he recibido. #colera,397,47,27,peor servicio recibido colera,Negativo
477,usuario477,2025-06-14,No puedo creer lo mal que funciona esto. #colera,416,65,34,poder creer mal función colera,Negativo
478,usuario478,2025-07-17,Me siento decepcionado con la calidad. #decepcion,214,18,47,sentir decepcionado calidad decepcion,Negativo
479,usuario479,2025-07-10,Estoy muy feliz con este producto! #alegria,22,55,39,feliz producto alegrio,Positivo
480,usuario480,2025-11-12,"No volvere a comprar aqui, muy decepcionado. #decepcion",454,21,44,volverir comprar aqui decepcionado decepcion,Negativo
481,usuario481,2025-09-11,"Esto es increible, estoy extasiado! #extasis",11,3,40,increible extasiado extasis,Positivo
482,usuario482,2025-02-13,Estoy muy feliz con este producto! #alegria,316,38,8,feliz producto alegrio,Positivo
483,usuario483,2025-12-04,El peor servicio que he recibido. #colera,2,33,2,peor servicio recibido colera,Negativo
484,usuario484,2025-11-17,"Un producto realmente bueno, supero mis expectativas. #alegria",13,49,20,producto realmente bueno supero expectativa alegrio,Positivo
485,usuario485,2025-08-25,Es frustrante que no funcione como esperaba. #frustracion,52,20,31,frustrante funcione esperar frustracion,Negativo
486,usuario486,2025-02-11,"Esto es increible, estoy extasiado! #extasis",381,47,37,increible extasiado extasis,Positivo
487,usuario487,2025-05-28,El peor servicio que he recibido. #colera,350,98,3,peor servicio recibido colera,Negativo
488,usuario488,2025-07-24,"No volvere a comprar aqui, muy decepcionado. #decepcion",195,43,31,volverir comprar aqui decepcionado decepcion,Negativo
489,usuario489,2025-06-11,Es frustrante que no funcione como esperaba. #frustracion,95,7,4,frustrante funcione esperar frustracion,Negativo
490,usuario490,2025-04-16,No puedo creer lo mal que funciona esto. #colera,11,72,2,poder creer mal función colera,Negativo
491,usuario491,2025-11-08,No puedo creer lo mal que funciona esto. #colera,258,91,40,poder creer mal función colera,Negativo
492,usuario492,2025-10-10,"Esto es increible, estoy extasiado! #extasis",335,92,49,increible extasiado extasis,Positivo
493,usuario493,2025-12-19,Estoy muy feliz con este producto! #alegria,251,92,36,feliz producto alegrio,Positivo
494,usuario494,2025-04-20,"Un producto realmente bueno, supero mis expectativas. #alegria",328,79,32,producto realmente bueno supero expectativa alegrio,Positivo
495,usuario495,2025-07-01,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",322,76,30,servicio excelente satisfecho satisfaccion,Positivo
496,usuario496,2025-06-04,El peor servicio que he recibido. #colera,169,73,28,peor servicio recibido colera,Negativo
497,usuario497,2025-05-01,El peor servicio que he recibido. #colera,448,17,44,peor servicio recibido colera,Negativo
498,usuario498,2025-03-06,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",221,40,15,servicio excelente satisfecho satisfaccion,Positivo
499,usuario499,2025-10-02,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",212,37,23,experiencia maravilloso satisfecho satisfaccion,Positivo
500,usuario500,2025-09-09,"Un producto realmente bueno, supero mis expectativas. #alegria",447,68,42,producto realmente bueno supero expectativa alegrio,Positivo
501,usuario501,2025-11-10,Estoy muy feliz con este producto! #alegria,475,34,50,feliz producto alegrio,Positivo
502,usuario502,2025-11-28,Estoy muy feliz con este producto! #alegria,86,97,45,feliz producto alegrio,Positivo
503,usuario503,2025-09-19,Me siento decepcionado con la calidad. #decepcion,479,31,4,sentir decepcionado calidad decepcion,Negativo
504,usuario504,2025-01-18,"Esto es increible, estoy extasiado! #extasis",275,82,37,increible extasiado extasis,Positivo
505,usuario505,2025-05-21,Estoy muy feliz con este producto! #alegria,304,88,31,feliz producto alegrio,Positivo
506,usuario506,2025-05-29,"No volvere a comprar aqui, muy decepcionado. #decepcion",135,63,33,volverir comprar aqui decepcionado decepcion,Negativo
507,usuario507,2025-10-12,Me siento decepcionado con la calidad. #decepcion,27,17,9,sentir decepcionado calidad decepcion,Negativo
508,usuario508,2025-02-21,No puedo creer lo mal que funciona esto. #colera,162,11,45,poder creer mal función colera,Negativo
509,usuario509,2025-10-05,"No volvere a comprar aqui, muy decepcionado. #decepcion",194,54,22,volverir comprar aqui decepcionado decepcion,Negativo
510,usuario510,2025-05-17,Me siento decepcionado con la calidad. #decepcion,395,48,12,sentir decepcionado calidad decepcion,Negativo
511,usuario511,2025-02-11,"Un producto realmente bueno, supero mis expectativas. #alegria",449,59,5,producto realmente bueno supero expectativa alegrio,Positivo
512,usuario512,2025-10-02,"Un producto realmente bueno, supero mis expectativas. #alegria",29,44,29,producto realmente bueno supero expectativa alegrio,Positivo
513,usuario513,2025-03-16,"No volvere a comprar aqui, muy decepcionado. #decepcion",235,70,16,volverir comprar aqui decepcionado decepcion,Negativo
514,usuario514,2025-09-26,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",447,63,24,servicio excelente satisfecho satisfaccion,Positivo
515,usuario515,2025-07-10,Es frustrante que no funcione como esperaba. #frustracion,492,13,14,frustrante funcione esperar frustracion,Negativo
516,usuario516,2025-10-02,Me siento decepcionado con la calidad. #decepcion,457,31,9,sentir decepcionado calidad decepcion,Negativo
517,usuario517,2025-04-16,Me siento decepcionado con la calidad. #decepcion,500,100,20,sentir decepcionado calidad decepcion,Negativo
518,usuario518,2025-11-16,El peor servicio que he recibido. #colera,285,60,48,peor servicio recibido colera,Negativo
519,usuario519,2025-09-19,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",94,25,2,experiencia maravilloso satisfecho satisfaccion,Positivo
520,usuario520,2025-07-05,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",370,58,37,experiencia maravilloso satisfecho satisfaccion,Positivo
521,usuario521,2025-11-21,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",469,34,25,servicio excelente satisfecho satisfaccion,Positivo
522,usuario522,2025-01-15,"No volvere a comprar aqui, muy decepcionado. #decepcion",246,21,4,volverir comprar aqui decepcionado decepcion,Negativo
523,usuario523,2025-05-13,"Esto es increible, estoy extasiado! #extasis",413,27,49,increible extasiado extasis,Positivo
524,usuario524,2025-05-25,"Un producto realmente bueno, supero mis expectativas. #alegria",104,11,11,producto realmente bueno supero expectativa alegrio,Positivo
525,usuario525,2025-07-12,Estoy muy feliz con este producto! #alegria,284,1,16,feliz producto alegrio,Positivo
526,usuario526,2025-10-20,Estoy muy feliz con este producto! #alegria,486,97,21,feliz producto alegrio,Positivo
527,usuario527,2025-12-21,El peor servicio que he recibido. #colera,221,89,25,peor servicio recibido colera,Negativo
528,usuario528,2025-01-31,El peor servicio que he recibido. #colera,328,74,6,peor servicio recibido colera,Negativo
529,usuario529,2025-11-24,Estoy muy feliz con este producto! #alegria,312,83,9,feliz producto alegrio,Positivo
530,usuario530,2025-10-17,Me siento decepcionado con la calidad. #decepcion,161,91,11,sentir decepcionado calidad decepcion,Negativo
531,usuario531,2025-11-20,Me siento decepcionado con la calidad. #decepcion,364,37,46,sentir decepcionado calidad decepcion,Negativo
532,usuario532,2025-11-07,"Un producto realmente bueno, supero mis expectativas. #alegria",9,92,28,producto realmente bueno supero expectativa alegrio,Positivo
533,usuario533,2025-01-24,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",235,91,45,experiencia maravilloso satisfecho satisfaccion,Positivo
534,usuario534,2025-07-09,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",265,35,24,experiencia maravilloso satisfecho satisfaccion,Positivo
535,usuario535,2025-09-20,"No volvere a comprar aqui, muy decepcionado. #decepcion",56,25,24,volverir comprar aqui decepcionado decepcion,Negativo
536,usuario536,2025-05-15,El peor servicio que he recibido. #colera,316,90,20,peor servicio recibido colera,Negativo
537,usuario537,2025-11-26,"Esto es increible, estoy extasiado! #extasis",301,41,6,increible extasiado extasis,Positivo
538,usuario538,2025-03-31,Me siento decepcionado con la calidad. #decepcion,385,17,24,sentir decepcionado calidad decepcion,Negativo
539,usuario539,2025-10-12,Es frustrante que no funcione como esperaba. #frustracion,215,0,30,frustrante funcione esperar frustracion,Negativo
540,usuario540,2025-10-10,"No volvere a comprar aqui, muy decepcionado. #decepcion",156,76,22,volverir comprar aqui decepcionado decepcion,Negativo
541,usuario541,2025-11-19,Me siento decepcionado con la calidad. #decepcion,321,50,40,sentir decepcionado calidad decepcion,Negativo
542,usuario542,2025-06-12,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",444,95,15,experiencia maravilloso satisfecho satisfaccion,Positivo
543,usuario543,2025-07-03,Es frustrante que no funcione como esperaba. #frustracion,18,73,30,frustrante funcione esperar frustracion,Negativo
544,usuario544,2025-12-06,Es frustrante que no funcione como esperaba. #frustracion,290,34,23,frustrante funcione esperar frustracion,Negativo
545,usuario545,2025-08-04,"No volvere a comprar aqui, muy decepcionado. #decepcion",25,99,14,volverir comprar aqui decepcionado decepcion,Negativo
546,usuario546,2025-05-12,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",294,97,14,experiencia maravilloso satisfecho satisfaccion,Positivo
547,usuario547,2025-12-08,No puedo creer lo mal que funciona esto. #colera,16,57,0,poder creer mal función colera,Negativo
548,usuario548,2025-04-29,El peor servicio que he recibido. #colera,143,51,0,peor servicio recibido colera,Negativo
549,usuario549,2025-03-23,"No volvere a comprar aqui, muy decepcionado. #decepcion",447,93,15,volverir comprar aqui decepcionado decepcion,Negativo
550,usuario550,2025-05-16,Es frustrante que no funcione como esperaba. #frustracion,345,22,9,frustrante funcione esperar frustracion,Negativo
551,usuario551,2025-10-15,"Un producto realmente bueno, supero mis expectativas. #alegria",104,52,30,producto realmente bueno supero expectativa alegrio,Positivo
552,usuario552,2025-12-12,El peor servicio que he recibido. #colera,305,70,35,peor servicio recibido colera,Negativo
553,usuario553,2025-07-13,"Un producto realmente bueno, supero mis expectativas. #alegria",87,85,1,producto realmente bueno supero expectativa alegrio,Positivo
554,usuario554,2025-12-27,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",41,31,37,experiencia maravilloso satisfecho satisfaccion,Positivo
555,usuario555,2025-05-06,El peor servicio que he recibido. #colera,79,92,34,peor servicio recibido colera,Negativo
556,usuario556,2025-11-27,"Un producto realmente bueno, supero mis expectativas. #alegria",212,53,11,producto realmente bueno supero expectativa alegrio,Positivo
557,usuario557,2025-10-04,"No volvere a comprar aqui, muy decepcionado. #decepcion",96,20,12,volverir comprar aqui decepcionado decepcion,Negativo
558,usuario558,2025-05-11,"Esto es increible, estoy extasiado! #extasis",144,94,27,increible extasiado extasis,Positivo
559,usuario559,2025-11-16,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",44,21,21,experiencia maravilloso satisfecho satisfaccion,Positivo
560,usuario560,2025-05-09,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",479,91,36,experiencia maravilloso satisfecho satisfaccion,Positivo
561,usuario561,2025-08-18,Estoy muy feliz con este producto! #alegria,491,21,47,feliz producto alegrio,Positivo
562,usuario562,2025-08-14,No puedo creer lo mal que funciona esto. #colera,34,74,11,poder creer mal función colera,Negativo
563,usuario563,2025-06-04,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",459,54,22,servicio excelente satisfecho satisfaccion,Positivo
564,usuario564,2025-07-15,"No volvere a comprar aqui, muy decepcionado. #decepcion",346,45,39,volverir comprar aqui decepcionado decepcion,Negativo
565,usuario565,2025-07-01,No puedo creer lo mal que funciona esto. #colera,22,30,13,poder creer mal función colera,Negativo
566,usuario566,2025-03-18,Es frustrante que no funcione como esperaba. #frustracion,193,34,31,frustrante funcione esperar frustracion,Negativo
567,usuario567,2025-07-24,"Un producto realmente bueno, supero mis expectativas. #alegria",220,79,17,producto realmente bueno supero expectativa alegrio,Positivo
568,usuario568,2025-11-29,Me siento decepcionado con la calidad. #decepcion,321,31,28,sentir decepcionado calidad decepcion,Negativo
569,usuario569,2025-10-07,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",178,42,38,experiencia maravilloso satisfecho satisfaccion,Positivo
570,usuario570,2025-12-15,No puedo creer lo mal que funciona esto. #colera,232,53,14,poder creer mal función colera,Negativo
571,usuario571,2025-08-27,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",151,4,45,experiencia maravilloso satisfecho satisfaccion,Positivo
572,usuario572,2025-01-07,"Un producto realmente bueno, supero mis expectativas. #alegria",20,50,32,producto realmente bueno supero expectativa alegrio,Positivo
573,usuario573,2025-02-28,Me siento decepcionado con la calidad. #decepcion,292,54,50,sentir decepcionado calidad decepcion,Negativo
574,usuario574,2025-10-16,"Esto es increible, estoy extasiado! #extasis",356,98,39,increible extasiado extasis,Positivo
575,usuario575,2025-07-11,"Un producto realmente bueno, supero mis expectativas. #alegria",370,38,26,producto realmente bueno supero expectativa alegrio,Positivo
576,usuario576,2025-06-06,"No volvere a comprar aqui, muy decepcionado. #decepcion",482,42,6,volverir comprar aqui decepcionado decepcion,Negativo
577,usuario577,2025-05-26,No puedo creer lo mal que funciona esto. #colera,189,92,35,poder creer mal función colera,Negativo
578,usuario578,2025-07-06,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",81,40,5,experiencia maravilloso satisfecho satisfaccion,Positivo
579,usuario579,2025-05-11,Estoy muy feliz con este producto! #alegria,426,61,50,feliz producto alegrio,Positivo
580,usuario580,2025-02-19,Estoy muy feliz con este producto! #alegria,382,11,22,feliz producto alegrio,Positivo
581,usuario581,2025-10-23,"Un producto realmente bueno, supero mis expectativas. #alegria",21,91,2,producto realmente bueno supero expectativa alegrio,Positivo
582,usuario582,2025-11-10,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",261,4,4,servicio excelente satisfecho satisfaccion,Positivo
583,usuario583,2025-06-01,"Un producto realmente bueno, supero mis expectativas. #alegria",392,22,14,producto realmente bueno supero expectativa alegrio,Positivo
584,usuario584,2025-08-18,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",384,28,36,servicio excelente satisfecho satisfaccion,Positivo
585,usuario585,2025-04-07,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",29,90,43,experiencia maravilloso satisfecho satisfaccion,Positivo
586,usuario586,2025-01-19,El peor servicio que he recibido. #colera,80,82,31,peor servicio recibido colera,Negativo
587,usuario587,2025-09-07,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",492,64,48,experiencia maravilloso satisfecho satisfaccion,Positivo
588,usuario588,2025-11-24,"Un producto realmente bueno, supero mis expectativas. #alegria",355,32,26,producto realmente bueno supero expectativa alegrio,Positivo
589,usuario589,2025-10-14,Me siento decepcionado con la calidad. #decepcion,136,31,50,sentir decepcionado calidad decepcion,Negativo
590,usuario590,2025-05-28,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",359,88,48,experiencia maravilloso satisfecho satisfaccion,Positivo
591,usuario591,2025-02-06,Me siento decepcionado con la calidad. #decepcion,226,7,10,sentir decepcionado calidad decepcion,Negativo
592,usuario592,2025-12-22,No puedo creer lo mal que funciona esto. #colera,44,22,21,poder creer mal función colera,Negativo
593,usuario593,2025-07-05,Estoy muy feliz con este producto! #alegria,435,6,13,feliz producto alegrio,Positivo
594,usuario594,2025-11-27,"No volvere a comprar aqui, muy decepcionado. #decepcion",71,73,21,volverir comprar aqui decepcionado decepcion,Negativo
595,usuario595,2025-02-05,"Esto es increible, estoy extasiado! #extasis",71,65,36,increible extasiado extasis,Positivo
596,usuario596,2025-01-10,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",142,65,14,servicio excelente satisfecho satisfaccion,Positivo
597,usuario597,2025-07-05,Me siento decepcionado con la calidad. #decepcion,317,96,41,sentir decepcionado calidad decepcion,Negativo
598,usuario598,2025-05-08,"Esto es increible, estoy extasiado! #extasis",212,25,49,increible extasiado extasis,Positivo
599,usuario599,2025-08-11,Es frustrante que no funcione como esperaba. #frustracion,379,29,29,frustrante funcione esperar frustracion,Negativo
600,usuario600,2025-03-29,Estoy muy feliz con este producto! #alegria,85,5,46,feliz producto alegrio,Positivo
601,usuario601,2025-03-27,"No volvere a comprar aqui, muy decepcionado. #decepcion",344,62,1,volverir comprar aqui decepcionado decepcion,Negativo
602,usuario602,2025-03-02,No puedo creer lo mal que funciona esto. #colera,408,86,46,poder creer mal función colera,Negativo
603,usuario603,2025-03-03,"Un producto realmente bueno, supero mis expectativas. #alegria",403,91,49,producto realmente bueno supero expectativa alegrio,Positivo
604,usuario604,2025-10-10,Estoy muy feliz con este producto! #alegria,279,79,29,feliz producto alegrio,Positivo
605,usuario605,2025-08-28,Me siento decepcionado con la calidad. #decepcion,409,79,49,sentir decepcionado calidad decepcion,Negativo
606,usuario606,2025-11-30,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",421,59,41,servicio excelente satisfecho satisfaccion,Positivo
607,usuario607,2025-11-02,"No volvere a comprar aqui, muy decepcionado. #decepcion",209,79,33,volverir comprar aqui decepcionado decepcion,Negativo
608,usuario608,2025-05-25,"No volvere a comprar aqui, muy decepcionado. #decepcion",154,59,46,volverir comprar aqui decepcionado decepcion,Negativo
609,usuario609,2025-06-13,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",262,55,41,servicio excelente satisfecho satisfaccion,Positivo
610,usuario610,2025-06-12,Es frustrante que no funcione como esperaba. #frustracion,174,98,37,frustrante funcione esperar frustracion,Negativo
611,usuario611,2025-01-19,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",107,31,47,experiencia maravilloso satisfecho satisfaccion,Positivo
612,usuario612,2025-12-28,"Esto es increible, estoy extasiado! #extasis",416,86,12,increible extasiado extasis,Positivo
613,usuario613,2025-05-12,Me siento decepcionado con la calidad. #decepcion,134,23,28,sentir decepcionado calidad decepcion,Negativo
614,usuario614,2025-04-09,Estoy muy feliz con este producto! #alegria,5,34,20,feliz producto alegrio,Positivo
615,usuario615,2025-12-06,"Un producto realmente bueno, supero mis expectativas. #alegria",219,34,41,producto realmente bueno supero expectativa alegrio,Positivo
616,usuario616,2025-12-05,"No volvere a comprar aqui, muy decepcionado. #decepcion",484,10,14,volverir comprar aqui decepcionado decepcion,Negativo
617,usuario617,2025-03-09,"No volvere a comprar aqui, muy decepcionado. #decepcion",322,4,43,volverir comprar aqui decepcionado decepcion,Negativo
618,usuario618,2025-01-10,No puedo creer lo mal que funciona esto. #colera,132,37,0,poder creer mal función colera,Negativo
619,usuario619,2025-10-05,"Un producto realmente bueno, supero mis expectativas. #alegria",403,2,49,producto realmente bueno supero expectativa alegrio,Positivo
620,usuario620,2025-11-12,Es frustrante que no funcione como esperaba. #frustracion,277,60,25,frustrante funcione esperar frustracion,Negativo
621,usuario621,2025-01-29,Estoy muy feliz con este producto! #alegria,264,68,45,feliz producto alegrio,Positivo
622,usuario622,2025-11-07,"No volvere a comprar aqui, muy decepcionado. #decepcion",113,0,29,volverir comprar aqui decepcionado decepcion,Negativo
623,usuario623,2025-08-12,"Esto es increible, estoy extasiado! #extasis",218,5,17,increible extasiado extasis,Positivo
624,usuario624,2025-02-12,Estoy muy feliz con este producto! #alegria,33,58,19,feliz producto alegrio,Positivo
625,usuario625,2025-12-10,"Esto es increible, estoy extasiado! #extasis",251,79,44,increible extasiado extasis,Positivo
626,usuario626,2025-04-07,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",384,79,36,servicio excelente satisfecho satisfaccion,Positivo
627,usuario627,2025-08-29,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",313,51,19,experiencia maravilloso satisfecho satisfaccion,Positivo
628,usuario628,2025-07-27,"Un producto realmente bueno, supero mis expectativas. #alegria",377,6,23,producto realmente bueno supero expectativa alegrio,Positivo
629,usuario629,2025-03-27,Me siento decepcionado con la calidad. #decepcion,328,95,32,sentir decepcionado calidad decepcion,Negativo
630,usuario630,2025-04-08,"Esto es increible, estoy extasiado! #extasis",261,13,19,increible extasiado extasis,Positivo
631,usuario631,2025-04-10,No puedo creer lo mal que funciona esto. #colera,99,69,22,poder creer mal función colera,Negativo
632,usuario632,2025-03-25,No puedo creer lo mal que funciona esto. #colera,24,93,28,poder creer mal función colera,Negativo
633,usuario633,2025-06-04,"No volvere a comprar aqui, muy decepcionado. #decepcion",230,82,4,volverir comprar aqui decepcionado decepcion,Negativo
634,usuario634,2025-01-15,"Un producto realmente bueno, supero mis expectativas. #alegria",352,0,4,producto realmente bueno supero expectativa alegrio,Positivo
635,usuario635,2025-10-21,Me siento decepcionado con la calidad. #decepcion,365,19,12,sentir decepcionado calidad decepcion,Negativo
636,usuario636,2025-11-04,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",392,34,7,servicio excelente satisfecho satisfaccion,Positivo
637,usuario637,2025-03-25,No puedo creer lo mal que funciona esto. #colera,285,7,0,poder creer mal función colera,Negativo
638,usuario638,2025-09-07,"No volvere a comprar aqui, muy decepcionado. #decepcion",336,78,21,volverir comprar aqui decepcionado decepcion,Negativo
639,usuario639,2025-02-24,El peor servicio que he recibido. #colera,450,86,37,peor servicio recibido colera,Negativo
640,usuario640,2025-05-19,El peor servicio que he recibido. #colera,122,36,49,peor servicio recibido colera,Negativo
641,usuario641,2025-06-27,Estoy muy feliz con este producto! #alegria,126,90,23,feliz producto alegrio,Positivo
642,usuario642,2025-01-21,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",10,82,43,experiencia maravilloso satisfecho satisfaccion,Positivo
643,usuario643,2025-04-27,"No volvere a comprar aqui, muy decepcionado. #decepcion",200,97,6,volverir comprar aqui decepcionado decepcion,Negativo
644,usuario644,2025-09-07,El peor servicio que he recibido. #colera,234,42,5,peor servicio recibido colera,Negativo
645,usuario645,2025-07-24,"Un producto realmente bueno, supero mis expectativas. #alegria",108,10,31,producto realmente bueno supero expectativa alegrio,Positivo
646,usuario646,2025-06-02,Me siento decepcionado con la calidad. #decepcion,123,75,26,sentir decepcionado calidad decepcion,Negativo
647,usuario647,2025-11-19,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",474,92,40,experiencia maravilloso satisfecho satisfaccion,Positivo
648,usuario648,2025-03-23,Es frustrante que no funcione como esperaba. #frustracion,31,96,28,frustrante funcione esperar frustracion,Negativo
649,usuario649,2025-07-16,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",371,36,43,servicio excelente satisfecho satisfaccion,Positivo
650,usuario650,2025-05-04,Estoy muy feliz con este producto! #alegria,325,14,38,feliz producto alegrio,Positivo
651,usuario651,2025-09-20,Es frustrante que no funcione como esperaba. #frustracion,457,69,28,frustrante funcione esperar frustracion,Negativo
652,usuario652,2025-08-01,"Esto es increible, estoy extasiado! #extasis",471,25,5,increible extasiado extasis,Positivo
653,usuario653,2025-10-29,No puedo creer lo mal que funciona esto. #colera,410,0,48,poder creer mal función colera,Negativo
654,usuario654,2025-07-13,Me siento decepcionado con la calidad. #decepcion,131,18,4,sentir decepcionado calidad decepcion,Negativo
655,usuario655,2025-06-16,"Un producto realmente bueno, supero mis expectativas. #alegria",122,65,34,producto realmente bueno supero expectativa alegrio,Positivo
656,usuario656,2025-04-02,"Esto es increible, estoy extasiado! #extasis",105,82,9,increible extasiado extasis,Positivo
657,usuario657,2025-07-21,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",206,88,24,experiencia maravilloso satisfecho satisfaccion,Positivo
658,usuario658,2025-04-25,No puedo creer lo mal que funciona esto. #colera,397,24,17,poder creer mal función colera,Negativo
