id,usuario,fecha,contenido,retweets,likes,respuestas,Texto_Procesado
467,@usuario467,2025-07-11,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",18,41,42,servicio excelente satisfecho satisfaccion
468,@usuario468,2025-01-07,El peor servicio que he recibido. #colera,33,455,47,peor servicio recibido colera
469,@usuario469,2025-04-23,Es frustrante que no funcione como esperaba. #frustracion,72,393,8,frustrante funcione esperar frustracion
470,@usuario470,2025-06-09,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",130,19,68,experiencia maravilloso satisfecho satisfaccion
471,@usuario471,2025-08-20,Es frustrante que no funcione como esperaba. #frustracion,62,311,32,frustrante funcione esperar frustracion
472,@usuario472,2025-10-15,"Esto es increible, estoy extasiado! #extasis",37,151,32,increible extasiado extasis
473,@usuario473,2025-02-03,Es frustrante que no funcione como esperaba. #frustracion,61,211,78,frustrante funcione esperar frustracion
474,@usuario474,2025-10-12,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",10,458,10,experiencia maravilloso satisfecho satisfaccion
475,@usuario475,2025-06-25,Estoy muy feliz con este producto! #alegria,178,244,71,feliz producto alegrio
476,@usuario476,2025-12-11,"Un producto realmente bueno, supero mis expectativas. #alegria",161,222,94,producto realmente bueno supero expectativa alegrio
477,@usuario477,2025-04-30,Estoy muy feliz con este producto! #alegria,102,157,56,feliz producto alegrio
478,@usuario478,2025-05-20,"Un producto realmente bueno, supero mis expectativas. #alegria",30,442,97,producto realmente bueno supero expectativa alegrio
479,@usuario479,2025-11-29,"No volvere a comprar aqui, muy decepcionado. #decepcion",155,237,93,volverir comprar aqui decepcionado decepcion
480,@usuario480,2025-12-09,El peor servicio que he recibido. #colera,93,233,53,peor servicio recibido colera
481,@usuario481,2025-04-26,Estoy muy feliz con este producto! #alegria,95,86,62,feliz producto alegrio
482,@usuario482,2025-11-10,Me siento decepcionado con la calidad. #decepcion,194,340,71,sentir decepcionado calidad decepcion
483,@usuario483,2025-08-28,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",104,258,38,servicio excelente satisfecho satisfaccion
484,@usuario484,2025-04-11,No puedo creer lo mal que funciona esto. #colera,63,134,40,poder creer mal función colera
485,@usuario485,2025-06-08,No puedo creer lo mal que funciona esto. #colera,87,360,29,poder creer mal función colera
486,@usuario486,2025-08-28,No puedo creer lo mal que funciona esto. #colera,151,307,6,poder creer mal función colera
487,@usuario487,2025-11-12,"Esto es increible, estoy extasiado! #extasis",119,175,61,increible extasiado extasis
488,@usuario488,2025-03-15,El peor servicio que he recibido. #colera,78,227,83,peor servicio recibido colera
489,@usuario489,2025-01-18,"Esto es increible, estoy extasiado! #extasis",78,315,30,increible extasiado extasis
490,@usuario490,2025-09-07,Estoy muy feliz con este producto! #alegria,4,172,19,feliz producto alegrio
491,@usuario491,2025-01-11,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",49,289,77,servicio excelente satisfecho satisfaccion
492,@usuario492,2025-01-07,Estoy muy feliz con este producto! #alegria,100,138,41,feliz producto alegrio
493,@usuario493,2025-12-02,Estoy muy feliz con este producto! #alegria,85,146,84,feliz producto alegrio
494,@usuario494,2025-05-16,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",193,189,73,servicio excelente satisfecho satisfaccion
495,@usuario495,2025-04-03,Estoy muy feliz con este producto! #alegria,31,101,99,feliz producto alegrio
496,@usuario496,2025-08-31,Es frustrante que no funcione como esperaba. #frustracion,13,219,1,frustrante funcione esperar frustracion
497,@usuario497,2025-06-02,Me siento decepcionado con la calidad. #decepcion,45,7,38,sentir decepcionado calidad decepcion
498,@usuario498,2025-08-10,El peor servicio que he recibido. #colera,192,171,50,peor servicio recibido colera
499,@usuario499,2025-02-20,"Esto es increible, estoy extasiado! #extasis",101,399,86,increible extasiado extasis
500,@usuario500,2025-07-09,"No volvere a comprar aqui, muy decepcionado. #decepcion",162,246,55,volverir comprar aqui decepcionado decepcion
501,@usuario501,2025-01-04,Estoy muy feliz con este producto! #alegria,107,148,63,feliz producto alegrio
502,@usuario502,2025-11-27,No puedo creer lo mal que funciona esto. #colera,106,51,84,poder creer mal función colera
503,@usuario503,2025-07-24,"Esto es increible, estoy extasiado! #extasis",106,452,58,increible extasiado extasis
504,@usuario504,2025-02-04,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",72,106,22,servicio excelente satisfecho satisfaccion
505,@usuario505,2025-03-06,"No volvere a comprar aqui, muy decepcionado. #decepcion",108,274,12,volverir comprar aqui decepcionado decepcion
506,@usuario506,2025-08-10,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",175,240,15,servicio excelente satisfecho satisfaccion
507,@usuario507,2025-11-20,No puedo creer lo mal que funciona esto. #colera,194,87,98,poder creer mal función colera
508,@usuario508,2025-04-06,Es frustrante que no funcione como esperaba. #frustracion,102,9,95,frustrante funcione esperar frustracion
509,@usuario509,2025-08-08,Es frustrante que no funcione como esperaba. #frustracion,139,37,83,frustrante funcione esperar frustracion
510,@usuario510,2025-04-05,Me siento decepcionado con la calidad. #decepcion,176,39,85,sentir decepcionado calidad decepcion
511,@usuario511,2025-05-02,Es frustrante que no funcione como esperaba. #frustracion,98,259,70,frustrante funcione esperar frustracion
512,@usuario512,2025-06-20,"No volvere a comprar aqui, muy decepcionado. #decepcion",61,353,96,volverir comprar aqui decepcionado decepcion
513,@usuario513,2025-04-05,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",13,249,22,experiencia maravilloso satisfecho satisfaccion
514,@usuario514,2025-12-28,"Un producto realmente bueno, supero mis expectativas. #alegria",139,26,26,producto realmente bueno supero expectativa alegrio
515,@usuario515,2025-06-05,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",88,23,0,experiencia maravilloso satisfecho satisfaccion
516,@usuario516,2025-07-22,"Un producto realmente bueno, supero mis expectativas. #alegria",47,103,51,producto realmente bueno supero expectativa alegrio
517,@usuario517,2025-06-08,"No volvere a comprar aqui, muy decepcionado. #decepcion",79,478,91,volverir comprar aqui decepcionado decepcion
518,@usuario518,2025-04-24,No puedo creer lo mal que funciona esto. #colera,153,130,79,poder creer mal función colera
519,@usuario519,2025-09-10,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",47,341,83,servicio excelente satisfecho satisfaccion
520,@usuario520,2025-05-09,"No volvere a comprar aqui, muy decepcionado. #decepcion",152,158,66,volverir comprar aqui decepcionado decepcion
521,@usuario521,2025-07-27,Estoy muy feliz con este producto! #alegria,172,65,68,feliz producto alegrio
522,@usuario522,2025-05-25,"Un producto realmente bueno, supero mis expectativas. #alegria",46,315,61,producto realmente bueno supero expectativa alegrio
523,@usuario523,2025-07-30,"No volvere a comprar aqui, muy decepcionado. #decepcion",162,497,57,volverir comprar aqui decepcionado decepcion
524,@usuario524,2025-08-25,El peor servicio que he recibido. #colera,163,466,83,peor servicio recibido colera
525,@usuario525,2025-04-03,"Esto es increible, estoy extasiado! #extasis",182,460,78,increible extasiado extasis
526,@usuario526,2025-10-14,"No volvere a comprar aqui, muy decepcionado. #decepcion",0,67,12,volverir comprar aqui decepcionado decepcion
527,@usuario527,2025-08-20,Me siento decepcionado con la calidad. #decepcion,158,127,50,sentir decepcionado calidad decepcion
528,@usuario528,2025-09-09,Estoy muy feliz con este producto! #alegria,105,274,49,feliz producto alegrio
529,@usuario529,2025-08-02,"Esto es increible, estoy extasiado! #extasis",149,87,28,increible extasiado extasis
530,@usuario530,2025-08-12,"Esto es increible, estoy extasiado! #extasis",198,156,64,increible extasiado extasis
531,@usuario531,2025-11-05,"No volvere a comprar aqui, muy decepcionado. #decepcion",97,127,29,volverir comprar aqui decepcionado decepcion
532,@usuario532,2025-09-02,"Un producto realmente bueno, supero mis expectativas. #alegria",74,258,52,producto realmente bueno supero expectativa alegrio
533,@usuario533,2025-02-02,Estoy muy feliz con este producto! #alegria,22,28,81,feliz producto alegrio
534,@usuario534,2025-10-23,"No volvere a comprar aqui, muy decepcionado. #decepcion",71,433,86,volverir comprar aqui decepcionado decepcion
535,@usuario535,2025-06-05,Me siento decepcionado con la calidad. #decepcion,154,11,25,sentir decepcionado calidad decepcion
536,@usuario536,2025-06-20,No puedo creer lo mal que funciona esto. #colera,134,290,89,poder creer mal función colera
537,@usuario537,2025-06-11,Es frustrante que no funcione como esperaba. #frustracion,63,372,66,frustrante funcione esperar frustracion
538,@usuario538,2025-08-26,"Esto es increible, estoy extasiado! #extasis",143,266,66,increible extasiado extasis
539,@usuario539,2025-08-15,"Esto es increible, estoy extasiado! #extasis",48,374,63,increible extasiado extasis
540,@usuario540,2025-07-10,Me siento decepcionado con la calidad. #decepcion,200,365,87,sentir decepcionado calidad decepcion
541,@usuario541,2025-01-01,Estoy muy feliz con este producto! #alegria,11,228,18,feliz producto alegrio
542,@usuario542,2025-05-15,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",44,210,65,servicio excelente satisfecho satisfaccion
543,@usuario543,2025-02-26,"No volvere a comprar aqui, muy decepcionado. #decepcion",187,13,27,volverir comprar aqui decepcionado decepcion
544,@usuario544,2025-03-26,"Esto es increible, estoy extasiado! #extasis",42,230,56,increible extasiado extasis
545,@usuario545,2025-08-29,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",112,414,95,experiencia maravilloso satisfecho satisfaccion
546,@usuario546,2025-03-08,Es frustrante que no funcione como esperaba. #frustracion,186,338,44,frustrante funcione esperar frustracion
547,@usuario547,2025-08-27,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",172,329,94,servicio excelente satisfecho satisfaccion
548,@usuario548,2025-03-28,Me siento decepcionado con la calidad. #decepcion,108,345,89,sentir decepcionado calidad decepcion
549,@usuario549,2025-05-04,El peor servicio que he recibido. #colera,51,84,41,peor servicio recibido colera
550,@usuario550,2025-04-21,Es frustrante que no funcione como esperaba. #frustracion,28,75,92,frustrante funcione esperar frustracion
551,@usuario551,2025-09-15,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",21,117,94,experiencia maravilloso satisfecho satisfaccion
552,@usuario552,2025-02-21,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",68,198,27,experiencia maravilloso satisfecho satisfaccion
553,@usuario553,2025-03-07,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",67,495,69,servicio excelente satisfecho satisfaccion
554,@usuario554,2025-10-08,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",178,413,93,servicio excelente satisfecho satisfaccion
555,@usuario555,2025-03-16,Me siento decepcionado con la calidad. #decepcion,197,175,55,sentir decepcionado calidad decepcion
556,@usuario556,2025-03-02,"Esto es increible, estoy extasiado! #extasis",79,398,45,increible extasiado extasis
557,@usuario557,2025-07-26,"Esto es increible, estoy extasiado! #extasis",79,155,19,increible extasiado extasis
558,@usuario558,2025-05-23,Es frustrante que no funcione como esperaba. #frustracion,116,222,46,frustrante funcione esperar frustracion
559,@usuario559,2025-01-09,"Esto es increible, estoy extasiado! #extasis",3,260,85,increible extasiado extasis
560,@usuario560,2025-04-23,"No volvere a comprar aqui, muy decepcionado. #decepcion",85,348,49,volverir comprar aqui decepcionado decepcion
561,@usuario561,2025-03-30,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",13,407,12,servicio excelente satisfecho satisfaccion
562,@usuario562,2025-08-19,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",51,399,25,servicio excelente satisfecho satisfaccion
563,@usuario563,2025-11-07,El peor servicio que he recibido. #colera,131,144,99,peor servicio recibido colera
564,@usuario564,2025-07-21,No puedo creer lo mal que funciona esto. #colera,120,69,79,poder creer mal función colera
565,@usuario565,2025-11-01,"No volvere a comprar aqui, muy decepcionado. #decepcion",163,117,13,volverir comprar aqui decepcionado decepcion
566,@usuario566,2025-07-15,"Esto es increible, estoy extasiado! #extasis",179,452,82,increible extasiado extasis
567,@usuario567,2025-10-08,"Un producto realmente bueno, supero mis expectativas. #alegria",165,314,13,producto realmente bueno supero expectativa alegrio
568,@usuario568,2025-11-11,No puedo creer lo mal que funciona esto. #colera,181,53,66,poder creer mal función colera
569,@usuario569,2025-10-20,Es frustrante que no funcione como esperaba. #frustracion,161,12,33,frustrante funcione esperar frustracion
570,@usuario570,2025-12-27,"Esto es increible, estoy extasiado! #extasis",148,88,84,increible extasiado extasis
571,@usuario571,2025-09-23,El peor servicio que he recibido. #colera,70,364,36,peor servicio recibido colera
572,@usuario572,2025-04-28,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",176,420,95,servicio excelente satisfecho satisfaccion
573,@usuario573,2025-04-13,"Un producto realmente bueno, supero mis expectativas. #alegria",53,26,96,producto realmente bueno supero expectativa alegrio
574,@usuario574,2025-09-30,Estoy muy feliz con este producto! #alegria,70,56,24,feliz producto alegrio
575,@usuario575,2025-04-20,"Esto es increible, estoy extasiado! #extasis",78,164,5,increible extasiado extasis
576,@usuario576,2025-12-25,Me siento decepcionado con la calidad. #decepcion,49,74,94,sentir decepcionado calidad decepcion
577,@usuario577,2025-05-09,El peor servicio que he recibido. #colera,91,289,63,peor servicio recibido colera
578,@usuario578,2025-03-25,Me siento decepcionado con la calidad. #decepcion,156,1,58,sentir decepcionado calidad decepcion
579,@usuario579,2025-07-14,Estoy muy feliz con este producto! #alegria,81,475,4,feliz producto alegrio
580,@usuario580,2025-06-12,El peor servicio que he recibido. #colera,192,373,11,peor servicio recibido colera
581,@usuario581,2025-06-22,No puedo creer lo mal que funciona esto. #colera,141,25,97,poder creer mal función colera
582,@usuario582,2025-12-18,"Un producto realmente bueno, supero mis expectativas. #alegria",171,126,73,producto realmente bueno supero expectativa alegrio
583,@usuario583,2025-04-17,"No volvere a comprar aqui, muy decepcionado. #decepcion",32,377,74,volverir comprar aqui decepcionado decepcion
584,@usuario584,2025-03-27,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",131,202,82,servicio excelente satisfecho satisfaccion
585,@usuario585,2025-11-15,"Esto es increible, estoy extasiado! #extasis",63,33,15,increible extasiado extasis
586,@usuario586,2025-01-17,El peor servicio que he recibido. #colera,73,383,56,peor servicio recibido colera
587,@usuario587,2025-09-28,Es frustrante que no funcione como esperaba. #frustracion,96,19,73,frustrante funcione esperar frustracion
588,@usuario588,2025-10-10,Estoy muy feliz con este producto! #alegria,133,432,13,feliz producto alegrio
589,@usuario589,2025-08-18,Estoy muy feliz con este producto! #alegria,147,258,21,feliz producto alegrio
590,@usuario590,2025-06-19,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",1,22,11,experiencia maravilloso satisfecho satisfaccion
591,@usuario591,2025-06-25,Estoy muy feliz con este producto! #alegria,177,491,85,feliz producto alegrio
592,@usuario592,2025-08-05,"No volvere a comprar aqui, muy decepcionado. #decepcion",93,79,57,volverir comprar aqui decepcionado decepcion
593,@usuario593,2025-10-28,El peor servicio que he recibido. #colera,1,421,8,peor servicio recibido colera
594,@usuario594,2025-06-10,El peor servicio que he recibido. #colera,124,38,84,peor servicio recibido colera
595,@usuario595,2025-09-30,"Esto es increible, estoy extasiado! #extasis",124,85,47,increible extasiado extasis
596,@usuario596,2025-12-31,Me siento decepcionado con la calidad. #decepcion,142,121,84,sentir decepcionado calidad decepcion
597,@usuario597,2025-07-22,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",168,119,88,experiencia maravilloso satisfecho satisfaccion
598,@usuario598,2025-02-05,Me siento decepcionado con la calidad. #decepcion,71,398,74,sentir decepcionado calidad decepcion
599,@usuario599,2025-01-08,Es frustrante que no funcione como esperaba. #frustracion,189,11,70,frustrante funcione esperar frustracion
600,@usuario600,2025-02-08,"Esto es increible, estoy extasiado! #extasis",39,227,36,increible extasiado extasis
601,@usuario601,2025-04-03,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",58,106,37,servicio excelente satisfecho satisfaccion
602,@usuario602,2025-07-18,Me siento decepcionado con la calidad. #decepcion,61,318,4,sentir decepcionado calidad decepcion
603,@usuario603,2025-04-17,El peor servicio que he recibido. #colera,39,113,47,peor servicio recibido colera
604,@usuario604,2025-08-12,Me siento decepcionado con la calidad. #decepcion,67,399,71,sentir decepcionado calidad decepcion
605,@usuario605,2025-12-04,Es frustrante que no funcione como esperaba. #frustracion,107,396,83,frustrante funcione esperar frustracion
606,@usuario606,2025-12-07,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",40,339,11,servicio excelente satisfecho satisfaccion
607,@usuario607,2025-12-12,Estoy muy feliz con este producto! #alegria,126,399,75,feliz producto alegrio
608,@usuario608,2025-02-19,Es frustrante que no funcione como esperaba. #frustracion,11,424,79,frustrante funcione esperar frustracion
609,@usuario609,2025-07-10,Estoy muy feliz con este producto! #alegria,22,358,18,feliz producto alegrio
610,@usuario610,2025-02-04,No puedo creer lo mal que funciona esto. #colera,19,432,3,poder creer mal función colera
611,@usuario611,2025-01-29,"Esto es increible, estoy extasiado! #extasis",169,31,38,increible extasiado extasis
612,@usuario612,2025-12-12,"No volvere a comprar aqui, muy decepcionado. #decepcion",25,160,42,volverir comprar aqui decepcionado decepcion
613,@usuario613,2025-04-11,"No volvere a comprar aqui, muy decepcionado. #decepcion",75,197,63,volverir comprar aqui decepcionado decepcion
614,@usuario614,2025-01-12,Es frustrante que no funcione como esperaba. #frustracion,174,366,32,frustrante funcione esperar frustracion
615,@usuario615,2025-06-18,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",42,213,65,experiencia maravilloso satisfecho satisfaccion
616,@usuario616,2025-11-14,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",134,340,58,experiencia maravilloso satisfecho satisfaccion
617,@usuario617,2025-09-23,"Esto es increible, estoy extasiado! #extasis",106,383,33,increible extasiado extasis
618,@usuario618,2025-11-12,"No volvere a comprar aqui, muy decepcionado. #decepcion",192,419,58,volverir comprar aqui decepcionado decepcion
619,@usuario619,2025-05-10,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",46,103,13,experiencia maravilloso satisfecho satisfaccion
620,@usuario620,2025-01-29,"Esto es increible, estoy extasiado! #extasis",29,196,58,increible extasiado extasis
621,@usuario621,2025-08-10,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",62,350,19,servicio excelente satisfecho satisfaccion
622,@usuario622,2025-08-14,El peor servicio que he recibido. #colera,93,475,60,peor servicio recibido colera
623,@usuario623,2025-08-29,El peor servicio que he recibido. #colera,198,82,38,peor servicio recibido colera
624,@usuario624,2025-11-10,El peor servicio que he recibido. #colera,121,11,49,peor servicio recibido colera
625,@usuario625,2025-10-10,Es frustrante que no funcione como esperaba. #frustracion,139,462,61,frustrante funcione esperar frustracion
626,@usuario626,2025-01-27,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",163,424,24,experiencia maravilloso satisfecho satisfaccion
627,@usuario627,2025-10-19,"Un producto realmente bueno, supero mis expectativas. #alegria",182,323,93,producto realmente bueno supero expectativa alegrio
628,@usuario628,2025-09-18,"Esto es increible, estoy extasiado! #extasis",88,110,63,increible extasiado extasis
629,@usuario629,2025-10-25,Me siento decepcionado con la calidad. #decepcion,45,238,7,sentir decepcionado calidad decepcion
630,@usuario630,2025-02-16,Estoy muy feliz con este producto! #alegria,8,490,32,feliz producto alegrio
631,@usuario631,2025-01-01,"Un producto realmente bueno, supero mis expectativas. #alegria",167,196,54,producto realmente bueno supero expectativa alegrio
632,@usuario632,2025-01-19,Es frustrante que no funcione como esperaba. #frustracion,141,49,98,frustrante funcione esperar frustracion
633,@usuario633,2025-10-10,No puedo creer lo mal que funciona esto. #colera,27,24,89,poder creer mal función colera
634,@usuario634,2025-01-02,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",34,409,54,servicio excelente satisfecho satisfaccion
635,@usuario635,2025-02-12,"No volvere a comprar aqui, muy decepcionado. #decepcion",191,186,48,volverir comprar aqui decepcionado decepcion
636,@usuario636,2025-01-12,"Esto es increible, estoy extasiado! #extasis",4,315,33,increible extasiado extasis
637,@usuario637,2025-06-18,Estoy muy feliz con este producto! #alegria,16,75,81,feliz producto alegrio
638,@usuario638,2025-08-30,"Un producto realmente bueno, supero mis expectativas. #alegria",167,380,2,producto realmente bueno supero expectativa alegrio
639,@usuario639,2025-03-25,"Esto es increible, estoy extasiado! #extasis",37,471,67,increible extasiado extasis
640,@usuario640,2025-02-10,"Un producto realmente bueno, supero mis expectativas. #alegria",44,141,28,producto realmente bueno supero expectativa alegrio
641,@usuario641,2025-10-15,No puedo creer lo mal que funciona esto. #colera,47,179,41,poder creer mal función colera
642,@usuario642,2025-10-25,Me siento decepcionado con la calidad. #decepcion,124,253,26,sentir decepcionado calidad decepcion
643,@usuario643,2025-07-28,Me siento decepcionado con la calidad. #decepcion,88,3,20,sentir decepcionado calidad decepcion
644,@usuario644,2025-06-01,"Un producto realmente bueno, supero mis expectativas. #alegria",196,28,27,producto realmente bueno supero expectativa alegrio
645,@usuario645,2025-01-17,Me siento decepcionado con la calidad. #decepcion,185,484,42,sentir decepcionado calidad decepcion
646,@usuario646,2025-03-03,Me siento decepcionado con la calidad. #decepcion,179,73,22,sentir decepcionado calidad decepcion
647,@usuario647,2025-02-24,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",36,188,14,servicio excelente satisfecho satisfaccion
648,@usuario648,2025-01-18,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",171,270,57,experiencia maravilloso satisfecho satisfaccion
649,@usuario649,2025-01-01,Estoy muy feliz con este producto! #alegria,141,109,38,feliz producto alegrio
650,@usuario650,2025-10-11,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",199,38,11,experiencia maravilloso satisfecho satisfaccion
651,@usuario651,2025-08-24,"No volvere a comprar aqui, muy decepcionado. #decepcion",49,408,22,volverir comprar aqui decepcionado decepcion
652,@usuario652,2025-06-15,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",128,284,11,servicio excelente satisfecho satisfaccion
653,@usuario653,2025-08-11,"Un producto realmente bueno, supero mis expectativas. #alegria",69,263,32,producto realmente bueno supero expectativa alegrio
654,@usuario654,2025-10-01,Es frustrante que no funcione como esperaba. #frustracion,48,150,68,frustrante funcione esperar frustracion
655,@usuario655,2025-11-22,Estoy muy feliz con este producto! #alegria,97,412,62,feliz producto alegrio
656,@usuario656,2025-06-03,No puedo creer lo mal que funciona esto. #colera,36,203,24,poder creer mal función colera
657,@usuario657,2025-02-05,"Un producto realmente bueno, supero mis expectativas. #alegria",79,245,10,producto realmente bueno supero expectativa alegrio
658,@usuario658,2025-09-22,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",197,369,64,experiencia maravilloso satisfecho satisfaccion
659,@usuario659,2025-10-09,Estoy muy feliz con este producto! #alegria,82,450,53,feliz producto alegrio
660,@usuario660,2025-08-20,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",126,385,97,servicio excelente satisfecho satisfaccion
661,@usuario661,2025-10-08,"No volvere a comprar aqui, muy decepcionado. #decepcion",0,36,94,volverir comprar aqui decepcionado decepcion
662,@usuario662,2025-12-29,Me siento decepcionado con la calidad. #decepcion,33,439,76,sentir decepcionado calidad decepcion
663,@usuario663,2025-01-12,Es frustrante que no funcione como esperaba. #frustracion,193,401,65,frustrante funcione esperar frustracion
664,@usuario664,2025-06-28,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",14,429,4,servicio excelente satisfecho satisfaccion
665,@usuario665,2025-11-01,No puedo creer lo mal que funciona esto. #colera,49,110,52,poder creer mal función colera
666,@usuario666,2025-07-27,"No volvere a comprar aqui, muy decepcionado. #decepcion",81,223,42,volverir comprar aqui decepcionado decepcion
667,@usuario667,2025-01-09,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",157,180,100,servicio excelente satisfecho satisfaccion
668,@usuario668,2025-08-21,No puedo creer lo mal que funciona esto. #colera,19,497,80,poder creer mal función colera
669,@usuario669,2025-05-31,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",172,316,23,servicio excelente satisfecho satisfaccion
670,@usuario670,2025-01-01,"Esto es increible, estoy extasiado! #extasis",142,19,20,increible extasiado extasis
671,@usuario671,2025-04-13,Estoy muy feliz con este producto! #alegria,187,344,0,feliz producto alegrio
672,@usuario672,2025-04-04,El peor servicio que he recibido. #colera,34,179,24,peor servicio recibido colera
673,@usuario673,2025-12-12,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",139,41,66,experiencia maravilloso satisfecho satisfaccion
674,@usuario674,2025-04-26,"No volvere a comprar aqui, muy decepcionado. #decepcion",86,269,71,volverir comprar aqui decepcionado decepcion
675,@usuario675,2025-06-05,"No volvere a comprar aqui, muy decepcionado. #decepcion",123,304,49,volverir comprar aqui decepcionado decepcion
676,@usuario676,2025-11-30,Estoy muy feliz con este producto! #alegria,174,407,91,feliz producto alegrio
677,@usuario677,2025-11-25,Estoy muy feliz con este producto! #alegria,179,5,46,feliz producto alegrio
678,@usuario678,2025-10-20,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",70,429,61,experiencia maravilloso satisfecho satisfaccion
679,@usuario679,2025-04-25,Me siento decepcionado con la calidad. #decepcion,67,341,70,sentir decepcionado calidad decepcion
680,@usuario680,2025-02-18,"Esto es increible, estoy extasiado! #extasis",100,131,5,increible extasiado extasis
681,@usuario681,2025-08-21,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",54,76,88,experiencia maravilloso satisfecho satisfaccion
682,@usuario682,2025-08-12,"Esto es increible, estoy extasiado! #extasis",7,34,26,increible extasiado extasis
683,@usuario683,2025-08-08,Me siento decepcionado con la calidad. #decepcion,174,298,19,sentir decepcionado calidad decepcion
684,@usuario684,2025-08-05,Estoy muy feliz con este producto! #alegria,43,395,97,feliz producto alegrio
685,@usuario685,2025-08-15,El peor servicio que he recibido. #colera,74,490,64,peor servicio recibido colera
686,@usuario686,2025-08-28,Es frustrante que no funcione como esperaba. #frustracion,166,427,15,frustrante funcione esperar frustracion
687,@usuario687,2025-05-18,El peor servicio que he recibido. #colera,19,382,48,peor servicio recibido colera
688,@usuario688,2025-04-02,No puedo creer lo mal que funciona esto. #colera,143,14,24,poder creer mal función colera
689,@usuario689,2025-11-20,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",163,151,72,experiencia maravilloso satisfecho satisfaccion
690,@usuario690,2025-02-20,Me siento decepcionado con la calidad. #decepcion,152,376,65,sentir decepcionado calidad decepcion
691,@usuario691,2025-12-03,Me siento decepcionado con la calidad. #decepcion,140,147,20,sentir decepcionado calidad decepcion
692,@usuario692,2025-01-30,No puedo creer lo mal que funciona esto. #colera,71,45,18,poder creer mal función colera
693,@usuario693,2025-05-02,Estoy muy feliz con este producto! #alegria,76,327,48,feliz producto alegrio
694,@usuario694,2025-11-04,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",104,199,91,servicio excelente satisfecho satisfaccion
695,@usuario695,2025-02-17,Estoy muy feliz con este producto! #alegria,66,84,3,feliz producto alegrio
696,@usuario696,2025-08-26,Es frustrante que no funcione como esperaba. #frustracion,191,132,77,frustrante funcione esperar frustracion
697,@usuario697,2025-07-24,No puedo creer lo mal que funciona esto. #colera,170,85,25,poder creer mal función colera
698,@usuario698,2025-11-30,No puedo creer lo mal que funciona esto. #colera,17,374,30,poder creer mal función colera
699,@usuario699,2025-04-29,No puedo creer lo mal que funciona esto. #colera,115,416,66,poder creer mal función colera
700,@usuario700,2025-06-22,No puedo creer lo mal que funciona esto. #colera,163,442,10,poder creer mal función colera
701,@usuario701,2025-07-28,Estoy muy feliz con este producto! #alegria,68,155,45,feliz producto alegrio
702,@usuario702,2025-07-12,"No volvere a comprar aqui, muy decepcionado. #decepcion",42,152,60,volverir comprar aqui decepcionado decepcion
703,@usuario703,2025-05-26,"Un producto realmente bueno, supero mis expectativas. #alegria",11,378,50,producto realmente bueno supero expectativa alegrio
