id,usuario,fecha,contenido,likes,comentarios,Texto_Procesado
494,usuario494,2025-12-21,Estoy muy feliz con este producto! #alegria,849,163,feliz producto alegrio
495,usuario495,2025-05-25,"No volvere a comprar aqui, muy decepcionado. #decepcion",932,38,volverir comprar aqui decepcionado decepcion
496,usuario496,2025-06-23,"Un producto realmente bueno, supero mis expectativas. #alegria",999,186,producto realmente bueno supero expectativa alegrio
497,usuario497,2025-01-28,El peor servicio que he recibido. #colera,245,159,peor servicio recibido colera
498,usuario498,2025-05-25,No puedo creer lo mal que funciona esto. #colera,257,9,poder creer mal función colera
499,usuario499,2025-03-23,Me siento decepcionado con la calidad. #decepcion,880,61,sentir decepcionado calidad decepcion
500,usuario500,2025-10-19,El peor servicio que he recibido. #colera,487,131,peor servicio recibido colera
501,usuario501,2025-03-12,"Esto es increible, estoy extasiado! #extasis",173,67,increible extasiado extasis
502,usuario502,2025-11-13,"Esto es increible, estoy extasiado! #extasis",796,79,increible extasiado extasis
503,usuario503,2025-01-12,No puedo creer lo mal que funciona esto. #colera,137,178,poder creer mal función colera
504,usuario504,2025-04-22,Es frustrante que no funcione como esperaba. #frustracion,930,71,frustrante funcione esperar frustracion
505,usuario505,2025-02-20,"No volvere a comprar aqui, muy decepcionado. #decepcion",338,123,volverir comprar aqui decepcionado decepcion
506,usuario506,2025-11-10,"No volvere a comprar aqui, muy decepcionado. #decepcion",164,63,volverir comprar aqui decepcionado decepcion
507,usuario507,2025-03-16,"No volvere a comprar aqui, muy decepcionado. #decepcion",523,98,volverir comprar aqui decepcionado decepcion
508,usuario508,2025-08-22,"Un producto realmente bueno, supero mis expectativas. #alegria",506,22,producto realmente bueno supero expectativa alegrio
509,usuario509,2025-04-24,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",147,130,servicio excelente satisfecho satisfaccion
510,usuario510,2025-01-13,No puedo creer lo mal que funciona esto. #colera,420,103,poder creer mal función colera
511,usuario511,2025-03-17,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",128,140,experiencia maravilloso satisfecho satisfaccion
512,usuario512,2025-01-24,"Un producto realmente bueno, supero mis expectativas. #alegria",301,43,producto realmente bueno supero expectativa alegrio
513,usuario513,2025-07-31,"No volvere a comprar aqui, muy decepcionado. #decepcion",358,68,volverir comprar aqui decepcionado decepcion
514,usuario514,2025-12-19,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",658,52,servicio excelente satisfecho satisfaccion
515,usuario515,2025-01-26,"Un producto realmente bueno, supero mis expectativas. #alegria",604,142,producto realmente bueno supero expectativa alegrio
516,usuario516,2025-07-11,No puedo creer lo mal que funciona esto. #colera,249,77,poder creer mal función colera
517,usuario517,2025-12-12,Es frustrante que no funcione como esperaba. #frustracion,945,21,frustrante funcione esperar frustracion
518,usuario518,2025-05-27,Estoy muy feliz con este producto! #alegria,728,200,feliz producto alegrio
519,usuario519,2025-04-04,"Un producto realmente bueno, supero mis expectativas. #alegria",658,90,producto realmente bueno supero expectativa alegrio
520,usuario520,2025-07-17,"Un producto realmente bueno, supero mis expectativas. #alegria",820,56,producto realmente bueno supero expectativa alegrio
521,usuario521,2025-05-15,"Esto es increible, estoy extasiado! #extasis",432,185,increible extasiado extasis
522,usuario522,2025-02-12,No puedo creer lo mal que funciona esto. #colera,478,175,poder creer mal función colera
523,usuario523,2025-12-19,No puedo creer lo mal que funciona esto. #colera,468,165,poder creer mal función colera
524,usuario524,2025-09-11,Me siento decepcionado con la calidad. #decepcion,903,91,sentir decepcionado calidad decepcion
525,usuario525,2025-03-24,Me siento decepcionado con la calidad. #decepcion,892,19,sentir decepcionado calidad decepcion
526,usuario526,2025-04-07,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",748,132,experiencia maravilloso satisfecho satisfaccion
527,usuario527,2025-06-21,El peor servicio que he recibido. #colera,796,182,peor servicio recibido colera
528,usuario528,2025-05-15,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",283,16,experiencia maravilloso satisfecho satisfaccion
529,usuario529,2025-03-10,El peor servicio que he recibido. #colera,852,6,peor servicio recibido colera
530,usuario530,2025-07-18,"No volvere a comprar aqui, muy decepcionado. #decepcion",447,117,volverir comprar aqui decepcionado decepcion
531,usuario531,2025-02-01,Estoy muy feliz con este producto! #alegria,990,152,feliz producto alegrio
532,usuario532,2025-02-05,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",676,99,experiencia maravilloso satisfecho satisfaccion
533,usuario533,2025-08-25,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",373,166,experiencia maravilloso satisfecho satisfaccion
534,usuario534,2025-03-24,"No volvere a comprar aqui, muy decepcionado. #decepcion",726,92,volverir comprar aqui decepcionado decepcion
535,usuario535,2025-11-13,No puedo creer lo mal que funciona esto. #colera,408,8,poder creer mal función colera
536,usuario536,2025-07-03,El peor servicio que he recibido. #colera,708,162,peor servicio recibido colera
537,usuario537,2025-04-05,"Un producto realmente bueno, supero mis expectativas. #alegria",393,17,producto realmente bueno supero expectativa alegrio
538,usuario538,2025-07-02,Me siento decepcionado con la calidad. #decepcion,645,65,sentir decepcionado calidad decepcion
539,usuario539,2025-09-16,El peor servicio que he recibido. #colera,684,174,peor servicio recibido colera
540,usuario540,2025-10-03,El peor servicio que he recibido. #colera,431,102,peor servicio recibido colera
541,usuario541,2025-03-26,El peor servicio que he recibido. #colera,84,131,peor servicio recibido colera
542,usuario542,2025-09-29,"No volvere a comprar aqui, muy decepcionado. #decepcion",750,53,volverir comprar aqui decepcionado decepcion
543,usuario543,2025-04-14,"No volvere a comprar aqui, muy decepcionado. #decepcion",458,186,volverir comprar aqui decepcionado decepcion
544,usuario544,2025-05-02,"No volvere a comprar aqui, muy decepcionado. #decepcion",203,14,volverir comprar aqui decepcionado decepcion
545,usuario545,2025-04-08,El peor servicio que he recibido. #colera,149,40,peor servicio recibido colera
546,usuario546,2025-01-06,"Un producto realmente bueno, supero mis expectativas. #alegria",290,73,producto realmente bueno supero expectativa alegrio
547,usuario547,2025-03-07,Me siento decepcionado con la calidad. #decepcion,627,155,sentir decepcionado calidad decepcion
548,usuario548,2025-01-06,El peor servicio que he recibido. #colera,518,82,peor servicio recibido colera
549,usuario549,2025-11-12,Me siento decepcionado con la calidad. #decepcion,828,50,sentir decepcionado calidad decepcion
550,usuario550,2025-12-17,"Esto es increible, estoy extasiado! #extasis",891,18,increible extasiado extasis
551,usuario551,2025-01-12,"No volvere a comprar aqui, muy decepcionado. #decepcion",708,9,volverir comprar aqui decepcionado decepcion
552,usuario552,2025-08-01,"No volvere a comprar aqui, muy decepcionado. #decepcion",448,9,volverir comprar aqui decepcionado decepcion
553,usuario553,2025-08-17,"No volvere a comprar aqui, muy decepcionado. #decepcion",298,195,volverir comprar aqui decepcionado decepcion
554,usuario554,2025-11-21,"Esto es increible, estoy extasiado! #extasis",90,162,increible extasiado extasis
555,usuario555,2025-07-31,No puedo creer lo mal que funciona esto. #colera,7,46,poder creer mal función colera
556,usuario556,2025-11-03,"No volvere a comprar aqui, muy decepcionado. #decepcion",23,159,volverir comprar aqui decepcionado decepcion
557,usuario557,2025-07-27,El peor servicio que he recibido. #colera,45,140,peor servicio recibido colera
558,usuario558,2025-06-22,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",508,51,servicio excelente satisfecho satisfaccion
559,usuario559,2025-12-15,"Un producto realmente bueno, supero mis expectativas. #alegria",702,161,producto realmente bueno supero expectativa alegrio
560,usuario560,2025-11-27,"No volvere a comprar aqui, muy decepcionado. #decepcion",366,112,volverir comprar aqui decepcionado decepcion
561,usuario561,2025-02-08,Es frustrante que no funcione como esperaba. #frustracion,854,12,frustrante funcione esperar frustracion
562,usuario562,2025-05-06,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",162,187,servicio excelente satisfecho satisfaccion
563,usuario563,2025-07-27,El peor servicio que he recibido. #colera,270,189,peor servicio recibido colera
564,usuario564,2025-06-26,"Esto es increible, estoy extasiado! #extasis",125,96,increible extasiado extasis
565,usuario565,2025-02-24,"No volvere a comprar aqui, muy decepcionado. #decepcion",905,21,volverir comprar aqui decepcionado decepcion
566,usuario566,2025-01-27,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",247,93,experiencia maravilloso satisfecho satisfaccion
567,usuario567,2025-03-27,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",225,88,experiencia maravilloso satisfecho satisfaccion
568,usuario568,2025-02-17,"No volvere a comprar aqui, muy decepcionado. #decepcion",523,161,volverir comprar aqui decepcionado decepcion
569,usuario569,2025-07-05,El peor servicio que he recibido. #colera,810,142,peor servicio recibido colera
570,usuario570,2025-03-31,No puedo creer lo mal que funciona esto. #colera,522,60,poder creer mal función colera
571,usuario571,2025-05-21,El peor servicio que he recibido. #colera,260,198,peor servicio recibido colera
572,usuario572,2025-11-26,"No volvere a comprar aqui, muy decepcionado. #decepcion",359,67,volverir comprar aqui decepcionado decepcion
573,usuario573,2025-05-11,Estoy muy feliz con este producto! #alegria,868,184,feliz producto alegrio
574,usuario574,2025-12-02,"No volvere a comprar aqui, muy decepcionado. #decepcion",49,112,volverir comprar aqui decepcionado decepcion
575,usuario575,2025-11-08,"Un producto realmente bueno, supero mis expectativas. #alegria",912,184,producto realmente bueno supero expectativa alegrio
576,usuario576,2025-09-04,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",914,44,servicio excelente satisfecho satisfaccion
577,usuario577,2025-08-24,Es frustrante que no funcione como esperaba. #frustracion,65,182,frustrante funcione esperar frustracion
578,usuario578,2025-08-05,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",846,140,servicio excelente satisfecho satisfaccion
579,usuario579,2025-01-29,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",226,172,experiencia maravilloso satisfecho satisfaccion
580,usuario580,2025-08-17,Es frustrante que no funcione como esperaba. #frustracion,145,111,frustrante funcione esperar frustracion
581,usuario581,2025-03-18,Estoy muy feliz con este producto! #alegria,260,61,feliz producto alegrio
582,usuario582,2025-07-22,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",595,18,servicio excelente satisfecho satisfaccion
583,usuario583,2025-01-14,Es frustrante que no funcione como esperaba. #frustracion,712,53,frustrante funcione esperar frustracion
584,usuario584,2025-06-27,"Un producto realmente bueno, supero mis expectativas. #alegria",911,148,producto realmente bueno supero expectativa alegrio
585,usuario585,2025-08-20,Es frustrante que no funcione como esperaba. #frustracion,489,122,frustrante funcione esperar frustracion
586,usuario586,2025-01-22,No puedo creer lo mal que funciona esto. #colera,618,137,poder creer mal función colera
587,usuario587,2025-06-10,Es frustrante que no funcione como esperaba. #frustracion,465,43,frustrante funcione esperar frustracion
588,usuario588,2025-06-10,"Un producto realmente bueno, supero mis expectativas. #alegria",282,19,producto realmente bueno supero expectativa alegrio
589,usuario589,2025-11-09,Me siento decepcionado con la calidad. #decepcion,440,114,sentir decepcionado calidad decepcion
590,usuario590,2025-08-12,Me siento decepcionado con la calidad. #decepcion,334,21,sentir decepcionado calidad decepcion
591,usuario591,2025-09-01,"No volvere a comprar aqui, muy decepcionado. #decepcion",963,133,volverir comprar aqui decepcionado decepcion
592,usuario592,2025-10-21,No puedo creer lo mal que funciona esto. #colera,468,45,poder creer mal función colera
593,usuario593,2025-12-22,Es frustrante que no funcione como esperaba. #frustracion,742,183,frustrante funcione esperar frustracion
594,usuario594,2025-05-18,"Un producto realmente bueno, supero mis expectativas. #alegria",383,128,producto realmente bueno supero expectativa alegrio
595,usuario595,2025-01-29,Me siento decepcionado con la calidad. #decepcion,274,17,sentir decepcionado calidad decepcion
596,usuario596,2025-01-25,El peor servicio que he recibido. #colera,809,184,peor servicio recibido colera
597,usuario597,2025-07-13,Estoy muy feliz con este producto! #alegria,1000,166,feliz producto alegrio
598,usuario598,2025-07-24,No puedo creer lo mal que funciona esto. #colera,467,45,poder creer mal función colera
599,usuario599,2025-10-03,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",26,56,experiencia maravilloso satisfecho satisfaccion
600,usuario600,2025-09-18,Es frustrante que no funcione como esperaba. #frustracion,372,179,frustrante funcione esperar frustracion
601,usuario601,2025-03-21,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",794,91,servicio excelente satisfecho satisfaccion
602,usuario602,2025-12-09,No puedo creer lo mal que funciona esto. #colera,51,95,poder creer mal función colera
603,usuario603,2025-09-04,Me siento decepcionado con la calidad. #decepcion,149,133,sentir decepcionado calidad decepcion
604,usuario604,2025-01-03,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",706,35,experiencia maravilloso satisfecho satisfaccion
605,usuario605,2025-12-03,Es frustrante que no funcione como esperaba. #frustracion,980,42,frustrante funcione esperar frustracion
606,usuario606,2025-03-13,Estoy muy feliz con este producto! #alegria,722,76,feliz producto alegrio
607,usuario607,2025-02-17,Me siento decepcionado con la calidad. #decepcion,460,57,sentir decepcionado calidad decepcion
608,usuario608,2025-03-07,"Un producto realmente bueno, supero mis expectativas. #alegria",330,25,producto realmente bueno supero expectativa alegrio
609,usuario609,2025-04-05,Me siento decepcionado con la calidad. #decepcion,610,198,sentir decepcionado calidad decepcion
610,usuario610,2025-11-05,Me siento decepcionado con la calidad. #decepcion,936,72,sentir decepcionado calidad decepcion
611,usuario611,2025-05-15,Es frustrante que no funcione como esperaba. #frustracion,753,43,frustrante funcione esperar frustracion
612,usuario612,2025-03-12,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",138,5,servicio excelente satisfecho satisfaccion
613,usuario613,2025-07-04,"No volvere a comprar aqui, muy decepcionado. #decepcion",932,0,volverir comprar aqui decepcionado decepcion
614,usuario614,2025-10-10,Estoy muy feliz con este producto! #alegria,93,182,feliz producto alegrio
615,usuario615,2025-08-03,"No volvere a comprar aqui, muy decepcionado. #decepcion",634,94,volverir comprar aqui decepcionado decepcion
616,usuario616,2025-12-14,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",657,52,servicio excelente satisfecho satisfaccion
617,usuario617,2025-05-24,"Un producto realmente bueno, supero mis expectativas. #alegria",902,123,producto realmente bueno supero expectativa alegrio
618,usuario618,2025-08-15,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",198,130,experiencia maravilloso satisfecho satisfaccion
619,usuario619,2025-03-14,"Un producto realmente bueno, supero mis expectativas. #alegria",775,169,producto realmente bueno supero expectativa alegrio
620,usuario620,2025-11-26,No puedo creer lo mal que funciona esto. #colera,498,91,poder creer mal función colera
621,usuario621,2025-05-31,"No volvere a comprar aqui, muy decepcionado. #decepcion",404,200,volverir comprar aqui decepcionado decepcion
622,usuario622,2025-05-19,Estoy muy feliz con este producto! #alegria,507,145,feliz producto alegrio
623,usuario623,2025-06-29,Estoy muy feliz con este producto! #alegria,948,147,feliz producto alegrio
624,usuario624,2025-10-31,Estoy muy feliz con este producto! #alegria,35,47,feliz producto alegrio
625,usuario625,2025-11-07,"Esto es increible, estoy extasiado! #extasis",685,196,increible extasiado extasis
626,usuario626,2025-11-22,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",60,199,experiencia maravilloso satisfecho satisfaccion
627,usuario627,2025-06-27,Es frustrante que no funcione como esperaba. #frustracion,368,31,frustrante funcione esperar frustracion
628,usuario628,2025-05-27,Me siento decepcionado con la calidad. #decepcion,184,114,sentir decepcionado calidad decepcion
629,usuario629,2025-12-16,"Esto es increible, estoy extasiado! #extasis",376,103,increible extasiado extasis
630,usuario630,2025-03-05,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",945,20,experiencia maravilloso satisfecho satisfaccion
631,usuario631,2025-11-16,Estoy muy feliz con este producto! #alegria,2,159,feliz producto alegrio
632,usuario632,2025-02-01,"Esto es increible, estoy extasiado! #extasis",211,54,increible extasiado extasis
633,usuario633,2025-06-09,"No volvere a comprar aqui, muy decepcionado. #decepcion",305,90,volverir comprar aqui decepcionado decepcion
634,usuario634,2025-08-14,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",624,145,experiencia maravilloso satisfecho satisfaccion
635,usuario635,2025-09-27,Es frustrante que no funcione como esperaba. #frustracion,436,51,frustrante funcione esperar frustracion
636,usuario636,2025-10-02,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",93,81,servicio excelente satisfecho satisfaccion
637,usuario637,2025-11-12,Estoy muy feliz con este producto! #alegria,211,60,feliz producto alegrio
638,usuario638,2025-04-22,No puedo creer lo mal que funciona esto. #colera,745,62,poder creer mal función colera
639,usuario639,2025-10-22,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",964,140,servicio excelente satisfecho satisfaccion
640,usuario640,2025-01-11,Estoy muy feliz con este producto! #alegria,787,27,feliz producto alegrio
641,usuario641,2025-04-25,El peor servicio que he recibido. #colera,330,100,peor servicio recibido colera
642,usuario642,2025-12-04,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",99,67,experiencia maravilloso satisfecho satisfaccion
643,usuario643,2025-07-19,Es frustrante que no funcione como esperaba. #frustracion,248,190,frustrante funcione esperar frustracion
644,usuario644,2025-10-16,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",737,143,servicio excelente satisfecho satisfaccion
645,usuario645,2025-11-25,"Un producto realmente bueno, supero mis expectativas. #alegria",390,129,producto realmente bueno supero expectativa alegrio
646,usuario646,2025-03-23,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",225,33,experiencia maravilloso satisfecho satisfaccion
647,usuario647,2025-01-24,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",262,179,experiencia maravilloso satisfecho satisfaccion
648,usuario648,2025-04-03,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",519,167,servicio excelente satisfecho satisfaccion
649,usuario649,2025-02-28,"Un producto realmente bueno, supero mis expectativas. #alegria",243,48,producto realmente bueno supero expectativa alegrio
650,usuario650,2025-11-25,"Un producto realmente bueno, supero mis expectativas. #alegria",708,84,producto realmente bueno supero expectativa alegrio
651,usuario651,2025-10-20,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",968,193,experiencia maravilloso satisfecho satisfaccion
652,usuario652,2025-11-06,"Un producto realmente bueno, supero mis expectativas. #alegria",503,180,producto realmente bueno supero expectativa alegrio
653,usuario653,2025-12-09,El peor servicio que he recibido. #colera,77,7,peor servicio recibido colera
654,usuario654,2025-12-24,El peor servicio que he recibido. #colera,378,20,peor servicio recibido colera
655,usuario655,2025-05-13,Es frustrante que no funcione como esperaba. #frustracion,842,112,frustrante funcione esperar frustracion
656,usuario656,2025-08-11,"Esto es increible, estoy extasiado! #extasis",145,58,increible extasiado extasis
657,usuario657,2025-05-22,Me siento decepcionado con la calidad. #decepcion,177,17,sentir decepcionado calidad decepcion
658,usuario658,2025-02-26,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",686,113,experiencia maravilloso satisfecho satisfaccion
659,usuario659,2025-06-16,"Un producto realmente bueno, supero mis expectativas. #alegria",981,22,producto realmente bueno supero expectativa alegrio
660,usuario660,2025-02-23,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",600,140,servicio excelente satisfecho satisfaccion
661,usuario661,2025-03-14,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",948,167,experiencia maravilloso satisfecho satisfaccion
662,usuario662,2025-03-06,Estoy muy feliz con este producto! #alegria,552,80,feliz producto alegrio
663,usuario663,2025-11-09,Es frustrante que no funcione como esperaba. #frustracion,131,98,frustrante funcione esperar frustracion
664,usuario664,2025-12-21,El peor servicio que he recibido. #colera,909,51,peor servicio recibido colera
665,usuario665,2025-02-22,"Esto es increible, estoy extasiado! #extasis",522,88,increible extasiado extasis
666,usuario666,2025-06-05,"Esto es increible, estoy extasiado! #extasis",68,83,increible extasiado extasis
667,usuario667,2025-10-05,Me siento decepcionado con la calidad. #decepcion,567,19,sentir decepcionado calidad decepcion
668,usuario668,2025-04-12,"Esto es increible, estoy extasiado! #extasis",722,33,increible extasiado extasis
669,usuario669,2025-08-29,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",622,144,experiencia maravilloso satisfecho satisfaccion
670,usuario670,2025-11-03,"No volvere a comprar aqui, muy decepcionado. #decepcion",613,69,volverir comprar aqui decepcionado decepcion
671,usuario671,2025-05-26,"No volvere a comprar aqui, muy decepcionado. #decepcion",944,77,volverir comprar aqui decepcionado decepcion
672,usuario672,2025-10-07,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",165,192,experiencia maravilloso satisfecho satisfaccion
673,usuario673,2025-07-23,"No volvere a comprar aqui, muy decepcionado. #decepcion",315,198,volverir comprar aqui decepcionado decepcion
674,usuario674,2025-04-22,"Esto es increible, estoy extasiado! #extasis",647,178,increible extasiado extasis
675,usuario675,2025-01-27,Me siento decepcionado con la calidad. #decepcion,883,56,sentir decepcionado calidad decepcion
676,usuario676,2025-12-04,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",836,190,servicio excelente satisfecho satisfaccion
677,usuario677,2025-04-11,Es frustrante que no funcione como esperaba. #frustracion,379,18,frustrante funcione esperar frustracion
678,usuario678,2025-09-17,"Un producto realmente bueno, supero mis expectativas. #alegria",719,125,producto realmente bueno supero expectativa alegrio
679,usuario679,2025-08-03,Estoy muy feliz con este producto! #alegria,409,166,feliz producto alegrio
680,usuario680,2025-02-22,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",440,30,experiencia maravilloso satisfecho satisfaccion
681,usuario681,2025-03-04,Me siento decepcionado con la calidad. #decepcion,506,4,sentir decepcionado calidad decepcion
682,usuario682,2025-05-02,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",396,147,servicio excelente satisfecho satisfaccion
683,usuario683,2025-08-25,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",875,130,experiencia maravilloso satisfecho satisfaccion
684,usuario684,2025-07-29,Estoy muy feliz con este producto! #alegria,558,88,feliz producto alegrio
685,usuario685,2025-07-04,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",526,87,experiencia maravilloso satisfecho satisfaccion
686,usuario686,2025-06-30,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",432,76,servicio excelente satisfecho satisfaccion
687,usuario687,2025-05-30,"No volvere a comprar aqui, muy decepcionado. #decepcion",424,182,volverir comprar aqui decepcionado decepcion
688,usuario688,2025-06-17,"No volvere a comprar aqui, muy decepcionado. #decepcion",393,131,volverir comprar aqui decepcionado decepcion
689,usuario689,2025-07-17,El peor servicio que he recibido. #colera,581,0,peor servicio recibido colera
690,usuario690,2025-01-25,"No volvere a comprar aqui, muy decepcionado. #decepcion",201,147,volverir comprar aqui decepcionado decepcion
691,usuario691,2025-04-26,"No volvere a comprar aqui, muy decepcionado. #decepcion",777,91,volverir comprar aqui decepcionado decepcion
692,usuario692,2025-08-12,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",200,111,experiencia maravilloso satisfecho satisfaccion
693,usuario693,2025-09-22,Me siento decepcionado con la calidad. #decepcion,218,60,sentir decepcionado calidad decepcion
694,usuario694,2025-10-28,El peor servicio que he recibido. #colera,488,120,peor servicio recibido colera
695,usuario695,2025-04-19,Es frustrante que no funcione como esperaba. #frustracion,11,47,frustrante funcione esperar frustracion
696,usuario696,2025-02-01,"No volvere a comprar aqui, muy decepcionado. #decepcion",607,60,volverir comprar aqui decepcionado decepcion
697,usuario697,2025-06-10,"Esto es increible, estoy extasiado! #extasis",525,11,increible extasiado extasis
698,usuario698,2025-05-14,Estoy muy feliz con este producto! #alegria,992,138,feliz producto alegrio
699,usuario699,2025-02-10,Me siento decepcionado con la calidad. #decepcion,521,188,sentir decepcionado calidad decepcion
700,usuario700,2025-12-08,Estoy muy feliz con este producto! #alegria,350,57,feliz producto alegrio
701,usuario701,2025-01-30,"Un producto realmente bueno, supero mis expectativas. #alegria",214,11,producto realmente bueno supero expectativa alegrio
702,usuario702,2025-09-04,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",743,121,experiencia maravilloso satisfecho satisfaccion
703,usuario703,2025-03-20,"Esto es increible, estoy extasiado! #extasis",1000,70,increible extasiado extasis
704,usuario704,2025-02-13,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",559,8,experiencia maravilloso satisfecho satisfaccion
705,usuario705,2025-04-01,Me siento decepcionado con la calidad. #decepcion,374,28,sentir decepcionado calidad decepcion
706,usuario706,2025-09-27,No puedo creer lo mal que funciona esto. #colera,538,7,poder creer mal función colera
707,usuario707,2025-02-18,"Un producto realmente bueno, supero mis expectativas. #alegria",122,195,producto realmente bueno supero expectativa alegrio
708,usuario708,2025-06-04,No puedo creer lo mal que funciona esto. #colera,542,35,poder creer mal función colera
709,usuario709,2025-12-24,"Un producto realmente bueno, supero mis expectativas. #alegria",446,97,producto realmente bueno supero expectativa alegrio
710,usuario710,2025-07-02,Me siento decepcionado con la calidad. #decepcion,517,130,sentir decepcionado calidad decepcion
711,usuario711,2025-05-18,El peor servicio que he recibido. #colera,876,139,peor servicio recibido colera
712,usuario712,2025-03-18,"No volvere a comprar aqui, muy decepcionado. #decepcion",453,52,volverir comprar aqui decepcionado decepcion
713,usuario713,2025-01-06,"Esto es increible, estoy extasiado! #extasis",918,33,increible extasiado extasis
714,usuario714,2025-02-09,Me siento decepcionado con la calidad. #decepcion,839,135,sentir decepcionado calidad decepcion
715,usuario715,2025-02-06,Me siento decepcionado con la calidad. #decepcion,156,115,sentir decepcionado calidad decepcion
716,usuario716,2025-08-17,"Esto es increible, estoy extasiado! #extasis",818,115,increible extasiado extasis
717,usuario717,2025-04-30,"Una experiencia maravillosa, muy satisfecho. #satisfaccion",276,59,experiencia maravilloso satisfecho satisfaccion
718,usuario718,2025-01-15,No puedo creer lo mal que funciona esto. #colera,117,130,poder creer mal función colera
719,usuario719,2025-07-14,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",794,183,servicio excelente satisfecho satisfaccion
720,usuario720,2025-11-05,"Un producto realmente bueno, supero mis expectativas. #alegria",6,41,producto realmente bueno supero expectativa alegrio
721,usuario721,2025-05-31,"Un producto realmente bueno, supero mis expectativas. #alegria",788,186,producto realmente bueno supero expectativa alegrio
722,usuario722,2025-09-18,"No volvere a comprar aqui, muy decepcionado. #decepcion",521,60,volverir comprar aqui decepcionado decepcion
723,usuario723,2025-04-23,No puedo creer lo mal que funciona esto. #colera,262,58,poder creer mal función colera
724,usuario724,2025-12-17,"Este servicio es excelente, estoy muy satisfecho. #satisfaccion",88,142,servicio excelente satisfecho satisfaccion
725,usuario725,2025-07-14,El peor servicio que he recibido. #colera,923,0,peor servicio recibido colera
726,usuario726,2025-05-23,"Un producto realmente bueno, supero mis expectativas. #alegria",726,176,producto realmente bueno supero expectativa alegrio
727,usuario727,2025-02-11,"Un producto realmente bueno, supero mis expectativas. #alegria",987,104,producto realmente bueno supero expectativa alegrio
728,usuario728,2025-12-15,No puedo creer lo mal que funciona esto. #colera,975,62,poder creer mal función colera
729,usuario729,2025-09-04,El peor servicio que he recibido. #colera,129,44,peor servicio recibido colera
730,usuario730,2025-12-13,El peor servicio que he recibido. #colera,782,11,peor servicio recibido colera
731,usuario731,2025-12-03,Es frustrante que no funcione como esperaba. #frustracion,347,167,frustrante funcione esperar frustracion
732,usuario732,2025-05-02,Me siento decepcionado con la calidad. #decepcion,114,187,sentir decepcionado calidad decepcion
733,usuario733,2025-03-29,El peor servicio que he recibido. #colera,776,109,peor servicio recibido colera
734,usuario734,2025-08-03,El peor servicio que he recibido. #colera,114,167,peor servicio recibido colera
735,usuario735,2025-04-14,Me siento decepcionado con la calidad. #decepcion,987,162,sentir decepcionado calidad decepcion
736,usuario736,2025-05-05,No puedo creer lo mal que funciona esto. #colera,628,2,poder creer mal función colera
737,usuario737,2025-09-15,"Un producto realmente bueno, supero mis expectativas. #alegria",681,28,producto realmente bueno supero expectativa alegrio
